,predicted_mean
2021-06-04,0.24500004862797573
2021-06-05,0.24250009725595145
2021-06-06,0.24000014588392718
2021-06-07,0.2375001945119029
2021-06-08,0.23500024313987863
2021-06-09,0.23250029176785436
2021-06-10,0.2300003403958301
2021-06-11,0.22750038902380582
2021-06-12,0.22500043765178154
2021-06-13,0.22250048627975727
2021-06-14,0.220000534907733
2021-06-15,0.21750058353570872
2021-06-16,0.21500063216368445
2021-06-17,0.21250068079166018
2021-06-18,0.2100007294196359
2021-06-19,0.20750077804761163
2021-06-20,0.20500082667558736
2021-06-21,0.2025008753035631
2021-06-22,0.20000092393153882
2021-06-23,0.19750097255951454
2021-06-24,0.19500102118749027
2021-06-25,0.192501069815466
2021-06-26,0.19000111844344172
2021-06-27,0.18750116707141745
2021-06-28,0.18500121569939318
2021-06-29,0.1825012643273689
2021-06-30,0.18000131295534463
2021-07-01,0.17750136158332036
2021-07-02,0.1750014102112961
2021-07-03,0.17250145883927182
2021-07-04,0.17000150746724754
2021-07-05,0.16750155609522327
2021-07-06,0.165001604723199
2021-07-07,0.16250165335117472
2021-07-08,0.16000170197915045
2021-07-09,0.15750175060712618
2021-07-10,0.1550017992351019
2021-07-11,0.15250184786307763
2021-07-12,0.15000189649105336
2021-07-13,0.1475019451190291
2021-07-14,0.14500199374700481
2021-07-15,0.14250204237498054
2021-07-16,0.14000209100295627
2021-07-17,0.137502139630932
2021-07-18,0.13500218825890772
2021-07-19,0.13250223688688345
2021-07-20,0.13000228551485918
2021-07-21,0.1275023341428349
2021-07-22,0.12500238277081063
2021-07-23,0.12250243139878636
2021-07-24,0.12000248002676209
2021-07-25,0.11750252865473781
2021-07-26,0.11500257728271354
