,predicted_mean
2021-05-14,0.15809597420636334
2021-05-15,0.16649491415651457
2021-05-16,0.17520120487654328
2021-05-17,0.18421900255102008
2021-05-18,0.19355222606083236
2021-05-19,0.20320454905862387
2021-05-20,0.21317939259956606
2021-05-21,0.2234799183428207
2021-05-22,0.23410902233668274
2021-05-23,0.24506932939803086
2021-05-24,0.2563631880943724
2021-05-25,0.26799266633446234
2021-05-26,0.27995954757121133
2021-05-27,0.2922653276183862
2021-05-28,0.3049112120804592
2021-05-29,0.31789811439288096
2021-05-30,0.3312266544680548
2021-05-31,0.3448971579403726
2021-06-01,0.3589096560018486
2021-06-02,0.3732638858181575
2021-06-03,0.38795929151325514
2021-06-04,0.40299502570923446
2021-06-05,0.41836995160664814
2021-06-06,0.43408264558922266
2021-06-07,0.4501314003356828
2021-06-08,0.46651422842031837
2021-06-09,0.4832288663829434
2021-06-10,0.500272779248027
2021-06-11,0.5176431654720157
2021-06-12,0.5353369622972112
2021-06-13,0.5533508514900186
2021-06-14,0.571681265440936
2021-06-15,0.5903243936033068
2021-06-16,0.6092761892476076
2021-06-17,0.6285323765078902
2021-06-18,0.6480884576969226
2021-06-19,0.6679397208665994
2021-06-20,0.6880812475902813
2021-06-21,0.7085079209439087
2021-06-22,0.7292144336629707
2021-06-23,0.7501952964527366
2021-06-24,0.7714448464295234
2021-06-25,0.7929572556712166
2021-06-26,0.814726539855747
2021-06-27,0.836746566966763
2021-06-28,0.859011066046323
2021-06-29,0.8815136359750505
2021-06-30,0.9042477542608518
2021-07-01,0.9272067858179882
2021-07-02,0.9503839917189998
2021-07-03,0.9737725379027238
2021-07-04,0.9973655038223983
2021-07-05,1.021155891018616
2021-07-06,1.0451366316026736
2021-07-07,1.0693005966366458
2021-07-08,1.0936406043973164
2021-07-09,1.1181494285118805
2021-07-10,1.142819805954134
2021-07-11,1.1676444448906529
2021-07-12,1.1926160323672437
2021-07-13,1.2177272418267189
2021-07-14,1.2429707404498191
2021-07-15,1.2683391963118409
2021-07-16,1.2938252853482675
2021-07-17,1.3194216981234181
2021-07-18,1.3451211463968213
2021-07-19,1.3709163694827016
