,predicted_mean
2021-04-23,11.123803152174043
2021-04-24,11.563071944054212
2021-04-25,11.95977277261368
2021-04-26,12.316361183681755
2021-04-27,12.635591606895606
2021-04-28,12.920366776868951
2021-04-29,13.173622495095191
2021-04-30,13.398242589101303
2021-05-01,13.596998829163022
2021-05-02,13.772510888685012
2021-05-03,13.927221982311984
2021-05-04,14.063386451613594
2021-05-05,14.18306620728599
2021-05-06,14.288133530586816
2021-05-07,14.380278260960134
2021-05-08,14.46101784308649
2021-05-09,14.531709076023793
2021-05-10,14.593560706047901
2021-05-11,14.64764624205079
2021-05-12,14.694916557378606
2021-05-13,14.73621198391836
2021-05-14,14.772273711321873
2021-05-15,14.80375438363819
2021-05-16,14.831227843324395
2021-05-17,14.855198013559738
2021-05-18,14.876106937985867
2021-05-19,14.89434201560423
2021-05-20,14.910242480064435
2021-05-21,14.924105178899703
2021-05-22,14.936189710883108
2021-05-23,14.94672297970916
2021-05-24,14.955903220488429
2021-05-25,14.963903552699232
2021-05-26,14.970875109724087
2021-05-27,14.97694979123603
2021-05-28,14.982242680721475
2021-05-29,14.986854166490243
2021-05-30,14.99087180073481
2021-05-31,14.994371927625181
2021-06-01,14.997421108101197
2021-06-02,15.000077365967595
2021-06-03,15.002391277112563
2021-06-04,15.004406921151858
2021-06-05,15.006162712535764
2021-06-06,15.007692126129387
2021-06-07,15.009024330470586
2021-06-08,15.010184740304952
2021-06-09,15.011195498576052
2021-06-10,15.012075896792979
2021-06-11,15.012842741589408
2021-06-12,15.013510674313165
2021-06-13,15.014092449627904
2021-06-14,15.014599178355574
2021-06-15,15.015040539128316
2021-06-16,15.015424962839713
2021-06-17,15.015759793378974
2021-06-18,15.01605142768831
2021-06-19,15.016305437796392
2021-06-20,15.016526677141995
2021-06-21,15.016719373206225
2021-06-22,15.016887208213317
2021-06-23,15.01703338943444
2021-06-24,15.01716071043232
2021-06-25,15.017271604412613
2021-06-26,15.017368190698337
2021-06-27,15.017452315213031
2021-06-28,15.017525585744407
2021-06-29,15.017589402661006
2021-06-30,15.017644985667834
2021-07-01,15.017693397111513
2021-07-02,15.017735562279706
2021-07-03,15.0177722870824
2021-07-04,15.017804273452516
2021-07-05,15.017832132760013
2021-07-06,15.01785639749565
2021-07-07,15.017877531447514
2021-07-08,15.01789593856478
2021-07-09,15.017911970677975
2021-07-10,15.017925934223259
2021-07-11,15.017938096099197
2021-07-12,15.017948688767945
2021-07-13,15.017957914698288
2021-07-14,15.01796595023546
2021-07-15,15.01797294897168
2021-07-16,15.017979044681827
2021-07-17,15.017984353880367
2021-07-18,15.017988978048361
2021-07-19,15.017993005573153
