,predicted_mean
2021-06-11,85.35425992806334
2021-06-12,85.83486881014232
2021-06-13,86.27523124729667
2021-06-14,86.6785256322602
2021-06-15,87.04771214635103
2021-06-16,87.38554191230976
2021-06-17,87.69456692628643
2021-06-18,87.97715046242088
2021-06-19,88.23547770342799
2021-06-20,88.47156640140082
2021-06-21,88.68727741576781
2021-06-22,88.88432501099908
2021-06-23,89.06428682620329
2021-06-24,89.22861345304895
2021-06-25,89.37863757825353
2021-06-26,89.51558266289403
2021-06-27,89.64057114360592
2021-06-28,89.75463215086698
2021-06-29,89.85870874746755
2021-06-30,89.95366469632573
2021-07-01,90.040290771349
2021-07-02,90.11931062834829
2021-07-03,90.19138625531033
2021-07-04,90.25712302282706
2021-07-05,90.3170743563313
2021-07-06,90.3717460521282
2021-07-07,90.42160025916053
2021-07-08,90.4670591480891
2021-07-09,90.50850828868732
2021-07-10,90.54629975580033
2021-07-11,90.58075498325444
2021-07-12,90.61216738416216
2021-07-13,90.64080475508209
2021-07-14,90.66691148048668
2021-07-15,90.69071055298546
2021-07-16,90.71240542375942
2021-07-17,90.732181696693
2021-07-18,90.75020867876016
2021-07-19,90.76664079832229
2021-07-20,90.78161890214788
