,predicted_mean
2021-05-07,0.10375852263823415
2021-05-08,0.1132725259169684
2021-05-09,0.12344386350288389
2021-05-10,0.13429923444542557
2021-05-11,0.14586509454483773
2021-05-12,0.1581675673114186
2021-05-13,0.17123235502521444
2021-05-14,0.18508465040053868
2021-05-15,0.1997490493506018
2021-05-16,0.2152494653344053
2021-05-17,0.23160904575114852
2021-05-18,0.24885009082702136
2021-05-19,0.2669939754157298
2021-05-20,0.28606107410777026
2021-05-21,0.3060706900146957
2021-05-22,0.32704098756376226
2021-05-23,0.3489889296057965
2021-05-24,0.37193021910523966
2021-05-25,0.3958792456464844
2021-05-26,0.4208490369551753
2021-05-27,0.44685121559744306
2021-05-28,0.47389596098441406
2021-05-29,0.5019919767740871
2021-05-30,0.5311464637280938
2021-05-31,0.5613650980472119
2021-06-01,0.5926520151770299
2021-06-02,0.6250097990440785
2021-06-03,0.6584394766532282
2021-06-04,0.6929405179493799
2021-06-05,0.7285108408205603
2021-06-06,0.7651468210955988
2021-06-07,0.8028433073676862
2021-06-08,0.8415936404553435
2021-06-09,0.881389677294722
2021-06-10,0.9222218190416961
2021-06-11,0.9640790431489128
2021-06-12,1.0069489391717934
2021-06-13,1.0508177480483998
2021-06-14,1.0956704045910175
2021-06-15,1.1414905829222162
2021-06-16,1.188260744584921
2021-06-17,1.2359621890545829
2021-06-18,1.2845751063817803
2021-06-19,1.3340786316953934
2021-06-20,1.384450901299759
2021-06-21,1.4356691101038452
2021-06-22,1.487709570126311
2021-06-23,1.5405477698272838
2021-06-24,1.594158434025617
2021-06-25,1.6485155841692072
2021-06-26,1.7035925987355167
2021-06-27,1.759362273549657
2021-06-28,1.8157968818181356
2021-06-29,1.872868233687548
2021-06-30,1.930547735149003
2021-07-01,1.9888064461208144
2021-07-02,2.0476151375538945
2021-07-03,2.1069443474162375
2021-07-04,2.166764435424848
2021-07-05,2.2270456364053217
2021-07-06,2.2877581121710415
2021-07-07,2.3488720018254488
2021-07-08,2.4103574704021518
2021-07-09,2.472184755768576
2021-07-10,2.5343242137295174
2021-07-11,2.5967463612771935
2021-07-12,2.659421917944251
2021-07-13,2.7223218452256015
2021-07-14,2.785417384043927
2021-07-15,2.848680090242198
2021-07-16,2.9120818680945844
2021-07-17,2.9755950018346735
2021-07-18,3.039192185206969
2021-07-19,3.1028465490542168
