,predicted_mean
5/15/2021,45.34988338
5/16/2021,47.37499176
5/17/2021,49.1365078
5/18/2021,50.65868923
5/19/2021,51.96683767
5/20/2021,53.08589093
5/21/2021,54.03951133
5/22/2021,54.84954947
5/23/2021,55.53577944
5/24/2021,56.11582173
5/25/2021,56.6051896
5/26/2021,57.01741127
5/27/2021,57.36419407
5/28/2021,57.65560716
5/29/2021,57.90026743
5/30/2021,58.10551875
5/31/2021,58.27759904
6/1/2021,58.42179216
6/2/2021,58.54256359
6/3/2021,58.64368009
6/4/2021,58.72831405
6/5/2021,58.79913376
6/6/2021,58.85838115
6/7/2021,58.90793819
6/8/2021,58.94938352
6/9/2021,58.98404049
6/10/2021,59.0130179
6/11/2021,59.03724436
6/12/2021,59.05749731
6/13/2021,59.07442742
6/14/2021,59.08857912
6/15/2021,59.10040787
6/16/2021,59.11029461
6/17/2021,59.11855794
6/18/2021,59.12546423
6/19/2021,59.13123623
6/20/2021,59.13606015
6/21/2021,59.14009165
6/22/2021,59.14346087
6/23/2021,59.14627657
6/24/2021,59.14862967
6/25/2021,59.15059616
6/26/2021,59.15223954
6/27/2021,59.1536129
6/28/2021,59.1547606
6/29/2021,59.15571971
6/30/2021,59.15652123
7/1/2021,59.15719104
7/2/2021,59.15775078
7/3/2021,59.15821855
7/4/2021,59.15860945
7/5/2021,59.15893612
7/6/2021,59.15920911
7/7/2021,59.15943723
7/8/2021,59.15962788
7/9/2021,59.15978719
7/10/2021,59.15992032
7/11/2021,59.16003158
7/12/2021,59.16012455
7/13/2021,59.16020224
7/14/2021,59.16026717
7/15/2021,59.16032143
7/16/2021,59.16036677
7/17/2021,59.16040466
7/18/2021,59.16043633
7/19/2021,59.16046279
7/20/2021,59.1604849
7/21/2021,59.16050338
7/22/2021,59.16051882
7/23/2021,59.16053173
7/24/2021,59.16054251
7/25/2021,59.16055152
7/26/2021,59.16055905
7/27/2021,59.16056534
