,predicted_mean
2021-05-28,0.2467884594319895
2021-05-29,0.24366434373622717
2021-05-30,0.2406247012827843
2021-05-31,0.23766669976088708
2021-06-01,0.23478762061512384
2021-06-02,0.2319848537730504
2021-06-03,0.22925589264735471
2021-06-04,0.22659832939680272
2021-06-05,0.22400985043117458
2021-06-06,0.22148823214632113
2021-06-07,0.21903133687633136
2021-06-08,0.21663710905060157
2021-06-09,0.21430357154434646
2021-06-10,0.21202882221179137
2021-06-11,0.20981103059193743
2021-06-12,0.20764843477740166
2021-06-13,0.20553933843740438
2021-06-14,0.20348210798651017
2021-06-15,0.20147516989122666
2021-06-16,0.19951700810703302
2021-06-17,0.197606161638847
2021-06-18,0.19574122221834866
2021-06-19,0.19392083209196154
2021-06-20,0.19214368191365286
2021-06-21,0.19040850873704912
2021-06-22,0.18871409410168108
2021-06-23,0.1870592622084664
2021-06-24,0.1854428781798177
2021-06-25,0.18386384640002343
2021-06-26,0.18232110893179415
2021-06-27,0.18081364400509686
2021-06-28,0.1793404645746155
2021-06-29,0.17790061694237955
2021-06-30,0.17649317944229242
2021-07-01,0.17511726118347135
2021-07-02,0.17377200084947889
2021-07-03,0.17245656555068542
2021-07-04,0.17117014972715033
2021-07-05,0.16991197409955158
2021-07-06,0.16868128466582416
2021-07-07,0.16747735174129455
2021-07-08,0.16629946904021362
2021-07-09,0.16514695279670352
2021-07-10,0.1640191409232364
2021-07-11,0.1629153922048625
2021-07-12,0.1618350855274977
2021-07-13,0.16077761913866828
2021-07-14,0.15974240993919303
2021-07-15,0.15872889280436125
2021-07-16,0.15773651993323864
2021-07-17,0.1567647602248033
2021-07-18,0.15581309867967838
2021-07-19,0.15488103582629237
