,predicted_mean
2021-04-23,0.01823999999996325
2021-04-24,0.0182999999999265
2021-04-25,0.01835999999988975
2021-04-26,0.018419999999853
2021-04-27,0.018479999999816248
2021-04-28,0.018539999999779497
2021-04-29,0.018599999999742746
2021-04-30,0.018659999999705995
2021-05-01,0.018719999999669244
2021-05-02,0.018779999999632493
2021-05-03,0.018839999999595743
2021-05-04,0.018899999999558992
2021-05-05,0.01895999999952224
2021-05-06,0.01901999999948549
2021-05-07,0.01907999999944874
2021-05-08,0.01913999999941199
2021-05-09,0.019199999999375238
2021-05-10,0.019259999999338487
2021-05-11,0.019319999999301736
2021-05-12,0.019379999999264985
2021-05-13,0.019439999999228234
2021-05-14,0.019499999999191484
2021-05-15,0.019559999999154733
2021-05-16,0.019619999999117982
2021-05-17,0.01967999999908123
2021-05-18,0.01973999999904448
2021-05-19,0.01979999999900773
2021-05-20,0.01985999999897098
2021-05-21,0.019919999998934228
2021-05-22,0.019979999998897477
2021-05-23,0.020039999998860726
2021-05-24,0.020099999998823975
2021-05-25,0.020159999998787224
2021-05-26,0.020219999998750474
2021-05-27,0.020279999998713723
2021-05-28,0.020339999998676972
2021-05-29,0.02039999999864022
2021-05-30,0.02045999999860347
2021-05-31,0.02051999999856672
2021-06-01,0.02057999999852997
2021-06-02,0.020639999998493218
2021-06-03,0.020699999998456467
2021-06-04,0.020759999998419716
2021-06-05,0.020819999998382965
2021-06-06,0.020879999998346215
2021-06-07,0.020939999998309464
2021-06-08,0.020999999998272713
2021-06-09,0.021059999998235962
2021-06-10,0.02111999999819921
2021-06-11,0.02117999999816246
2021-06-12,0.02123999999812571
2021-06-13,0.02129999999808896
2021-06-14,0.021359999998052208
2021-06-15,0.021419999998015457
2021-06-16,0.021479999997978706
2021-06-17,0.021539999997941955
2021-06-18,0.021599999997905205
2021-06-19,0.021659999997868454
2021-06-20,0.021719999997831703
2021-06-21,0.021779999997794952
2021-06-22,0.0218399999977582
2021-06-23,0.02189999999772145
2021-06-24,0.0219599999976847
2021-06-25,0.02201999999764795
2021-06-26,0.022079999997611198
2021-06-27,0.022139999997574447
2021-06-28,0.022199999997537696
2021-06-29,0.022259999997500945
2021-06-30,0.022319999997464195
2021-07-01,0.022379999997427444
2021-07-02,0.022439999997390693
2021-07-03,0.022499999997353942
2021-07-04,0.02255999999731719
2021-07-05,0.02261999999728044
2021-07-06,0.02267999999724369
2021-07-07,0.02273999999720694
2021-07-08,0.022799999997170188
2021-07-09,0.022859999997133437
2021-07-10,0.022919999997096686
2021-07-11,0.022979999997059936
2021-07-12,0.023039999997023185
2021-07-13,0.023099999996986434
2021-07-14,0.023159999996949683
2021-07-15,0.023219999996912932
2021-07-16,0.02327999999687618
2021-07-17,0.02333999999683943
2021-07-18,0.02339999999680268
2021-07-19,0.02345999999676593
