,predicted_mean
2021-04-30,14.947727636115003
2021-05-01,15.363019902060525
2021-05-02,15.738503921701783
2021-05-03,16.076957612515553
2021-05-04,16.381210856907973
2021-05-05,16.654070039757553
2021-05-06,16.898262366180674
2021-05-07,17.116396509852617
2021-05-08,17.310936441282124
2021-05-09,17.484185664244542
2021-05-10,17.638279491359544
2021-05-11,17.775183381367654
2021-05-12,17.896695720704134
2021-05-13,18.004453750463632
2021-05-14,18.09994161355317
2021-05-15,18.184499726718137
2021-05-16,18.259334871580364
2021-05-17,18.325530552415263
2021-05-18,18.384057291074022
2021-05-19,18.435782626087033
2021-05-20,18.481480658055464
2021-05-21,18.521841040934714
2021-05-22,18.55747736217331
2021-05-23,18.588934886796146
2021-05-24,18.616697663817774
2021-05-25,18.641195009808726
2021-05-26,18.662807395604734
2021-05-27,18.68187176931621
2021-05-28,18.698686352968565
2021-05-29,18.713514952070838
2021-05-30,18.726590817783325
2021-05-31,18.7381201006052
2021-06-01,18.748284932989975
2021-06-02,18.757246176290632
2021-06-03,18.765145865139317
2021-06-04,18.77210937992605
2021-06-05,18.778247375564288
2021-06-06,18.783657492292797
2021-06-07,18.788425871914374
2021-06-08,18.79262850064571
2021-06-09,18.796332397668394
2021-06-10,18.799596666539237
2021-06-11,18.802473424841
2021-06-12,18.805008625830887
2021-06-13,18.807242784367887
2021-06-14,18.809211618064108
2021-06-15,18.810946613400603
2021-06-16,18.81247552546507
2021-06-17,18.813822818998325
2021-06-18,18.81501005756766
2021-06-19,18.816056246910232
2021-06-20,18.81697813779859
2021-06-21,18.81779049316545
2021-06-22,18.818506323678506
2021-06-23,18.819137095470424
2021-06-24,18.819692913299164
2021-06-25,18.820182682031863
2021-06-26,18.820614249007807
2021-06-27,18.82099452953704
2021-06-28,18.82132961752629
2021-06-29,18.821624882990275
2021-06-30,18.82188505799953
2021-07-01,18.82211431243319
2021-07-02,18.822316320743997
2021-07-03,18.822494320800168
2021-07-04,18.822651165743107
2021-07-05,18.82278936968892
2021-07-06,18.82291114800379
2021-07-07,18.823018452796795
2021-07-08,18.823113004197733
2021-07-09,18.82319631791999
2021-07-10,18.823269729549537
2021-07-11,18.82333441594861
2021-07-12,18.8233914141167
2021-07-13,18.823441637810763
2021-07-14,18.823485892190796
2021-07-15,18.82352488672523
2021-07-16,18.823559246562958
2021-07-17,18.82358952255399
2021-07-18,18.82361620007946
2021-07-19,18.823639706832267
