,predicted_mean
2021-05-14,0.15825000079450424
2021-05-15,0.17050000158895384
2021-05-16,0.18275000046616774
2021-05-17,0.19499999934338058
2021-05-18,0.20724999833796576
2021-05-19,0.21949999733254516
2021-05-20,0.23174999608976163
2021-05-21,0.24399999484697743
2021-05-22,0.2562499936210691
2021-05-23,0.26849999239516015
2021-05-24,0.28074999113984067
2021-05-25,0.29299998988452103
2021-05-26,0.30524998863157976
2021-05-27,0.31749998737863844
2021-05-28,0.32974998612205003
2021-05-29,0.3419999848654617
2021-05-30,0.3542499836092034
2021-05-31,0.3664999823529451
2021-06-01,0.3787499810962342
2021-06-02,0.39099997983952334
2021-06-03,0.40324997858285777
2021-06-04,0.41549997732619215
2021-06-05,0.4277499760694703
2021-06-06,0.43999997481274844
2021-06-07,0.4522499735560328
2021-06-08,0.46449997229931705
2021-06-09,0.47674997104259437
2021-06-10,0.4889999697858717
2021-06-11,0.5012499685291498
2021-06-12,0.513499967272428
2021-06-13,0.5257499660157052
2021-06-14,0.5379999647589825
2021-06-15,0.5502499635022599
2021-06-16,0.5624999622455372
2021-06-17,0.5747499609888145
2021-06-18,0.5869999597320917
2021-06-19,0.599249958475369
2021-06-20,0.6114999572186464
2021-06-21,0.6237499559619237
2021-06-22,0.635999954705201
2021-06-23,0.6482499534484782
2021-06-24,0.6604999521917555
2021-06-25,0.6727499509350328
2021-06-26,0.68499994967831
2021-06-27,0.6972499484215873
2021-06-28,0.7094999471648645
2021-06-29,0.7217499459081418
2021-06-30,0.733999944651419
2021-07-01,0.7462499433946963
2021-07-02,0.7584999421379736
2021-07-03,0.7707499408812508
2021-07-04,0.7829999396245281
2021-07-05,0.7952499383678053
2021-07-06,0.8074999371110826
2021-07-07,0.8197499358543598
2021-07-08,0.8319999345976371
2021-07-09,0.8442499333409144
2021-07-10,0.8564999320841916
2021-07-11,0.8687499308274689
2021-07-12,0.8809999295707461
2021-07-13,0.8932499283140234
2021-07-14,0.9054999270573006
2021-07-15,0.9177499258005779
2021-07-16,0.9299999245438552
2021-07-17,0.9422499232871324
2021-07-18,0.9544999220304097
2021-07-19,0.9667499207736869
