,predicted_mean
2021-06-04,0.7628926357489397
2021-06-05,0.7734959701788816
2021-06-06,0.7840993046088235
2021-06-07,0.7947026390387654
2021-06-08,0.8053059734687072
2021-06-09,0.8159093078986491
2021-06-10,0.826512642328591
2021-06-11,0.8371159767585329
2021-06-12,0.8477193111884748
2021-06-13,0.8583226456184166
2021-06-14,0.8689259800483585
2021-06-15,0.8795293144783004
2021-06-16,0.8901326489082423
2021-06-17,0.9007359833381842
2021-06-18,0.911339317768126
2021-06-19,0.9219426521980679
2021-06-20,0.9325459866280098
2021-06-21,0.9431493210579517
2021-06-22,0.9537526554878936
2021-06-23,0.9643559899178354
2021-06-24,0.9749593243477773
2021-06-25,0.9855626587777192
2021-06-26,0.9961659932076611
2021-06-27,1.006769327637603
2021-06-28,1.017372662067545
2021-06-29,1.0279759964974868
2021-06-30,1.0385793309274287
2021-07-01,1.0491826653573706
2021-07-02,1.0597859997873125
2021-07-03,1.0703893342172544
2021-07-04,1.0809926686471962
2021-07-05,1.091596003077138
2021-07-06,1.10219933750708
2021-07-07,1.1128026719370219
2021-07-08,1.1234060063669637
2021-07-09,1.1340093407969056
2021-07-10,1.1446126752268475
2021-07-11,1.1552160096567894
2021-07-12,1.1658193440867313
2021-07-13,1.1764226785166731
2021-07-14,1.187026012946615
2021-07-15,1.197629347376557
2021-07-16,1.2082326818064988
2021-07-17,1.2188360162364407
2021-07-18,1.2294393506663825
2021-07-19,1.2400426850963244
